"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Answer.annotatedResult.keypoints","Approve","Reject"
"3H1C3QRA027PL7BBWGVLJ677A8WCEZ","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","3X73LLYYQ32MJ5XY19I784UQWVWNHY","A2RCYLKY072XXO","Submitted","Sat Dec 09 14:54:52 PST 2023","Sat Dec 09 14:54:57 PST 2023","Tue Dec 12 14:54:57 PST 2023","","","","5","100% (11/11)","0% (0/0)","0% (0/0)","000125_rgb.png","370","1226","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":516,""y"":109}]"
"3H1C3QRA027PL7BBWGVLJ677A8WCEZ","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","3JRJSWSMQJ93VRDMTPQMENZ7ZYDE3T","A30BPQ2QGZOXN8","Submitted","Sat Dec 09 14:54:54 PST 2023","Sat Dec 09 14:54:59 PST 2023","Tue Dec 12 14:54:59 PST 2023","","","","5","100% (1/1)","0% (0/0)","0% (0/0)","000125_rgb.png","370","1226","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":514,""y"":104}]"
"3H1C3QRA027PL7BBWGVLJ677A8WCEZ","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","39DD6S19JRZ4GKKFEWLVIO4METBZEA","A10NVEMN0583XK","Submitted","Sat Dec 09 14:53:44 PST 2023","Sat Dec 09 14:58:19 PST 2023","Tue Dec 12 14:58:19 PST 2023","","","","275","0% (0/0)","0% (0/0)","0% (0/0)","000125_rgb.png","370","1226","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":978,""y"":207}]"
"3A520CCNWOO1SSEDC2ZUDBHJA5BEAZ","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:30 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:30 PST 2023","","","3NL0RFNU0HBRZNO0PP68MN4IXV4K43","A1RF3SUO8U3QWU","Submitted","Sat Dec 09 14:53:35 PST 2023","Sat Dec 09 14:54:14 PST 2023","Tue Dec 12 14:54:14 PST 2023","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","000325_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":279,""y"":116},{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":230,""y"":72},{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":216,""y"":67}]"
"3A520CCNWOO1SSEDC2ZUDBHJA5BEAZ","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:30 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:30 PST 2023","","","3L70J4KAZIAYN6Y769UCVDVS5W4ADS","A3ABJN1IL7UCZ8","Submitted","Sat Dec 09 14:54:15 PST 2023","Sat Dec 09 14:54:32 PST 2023","Tue Dec 12 14:54:32 PST 2023","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","000325_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":271,""y"":117}]"
"3A520CCNWOO1SSEDC2ZUDBHJA5BEAZ","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:30 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:30 PST 2023","","","3ERMJ6L4D0GJ8Y6MCZHV4CGWD2Q7MG","A3EZIJXR1OISKT","Submitted","Sat Dec 09 14:54:35 PST 2023","Sat Dec 09 14:54:57 PST 2023","Tue Dec 12 14:54:57 PST 2023","","","","22","100% (6/6)","100% (6/6)","100% (6/6)","000325_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":285,""y"":119}]"
"3YOAVL4CA15K1YPSZO3GLIW161NZ4E","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","33LKR6A5KG89A7H4WG1YPGKB4OLT15","ARPBDM5QZ4XQC","Submitted","Sat Dec 09 14:53:41 PST 2023","Sat Dec 09 14:53:45 PST 2023","Tue Dec 12 14:53:45 PST 2023","","","","4","100% (29/29)","0% (0/0)","0% (0/0)","000126_rgb.png","370","1226","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":757,""y"":185}]"
"3YOAVL4CA15K1YPSZO3GLIW161NZ4E","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","3QBD8R3Z237APE9FNHY1T4LRH0F4O8","A2IR98189B0N42","Submitted","Sat Dec 09 14:53:58 PST 2023","Sat Dec 09 14:58:44 PST 2023","Tue Dec 12 14:58:44 PST 2023","","","","286","0% (0/0)","0% (0/0)","0% (0/0)","000126_rgb.png","370","1226","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":454,""y"":185}]"
"3YOAVL4CA15K1YPSZO3GLIW161NZ4E","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","3TEM0PF1Q7L2MT0PE7XJ67JFWAS0DR","A3ATSR1NVX851J","Submitted","Sat Dec 09 14:59:05 PST 2023","Sat Dec 09 15:02:57 PST 2023","Tue Dec 12 15:02:57 PST 2023","","","","232","0% (0/0)","0% (0/0)","0% (0/0)","000126_rgb.png","370","1226","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":442,""y"":184}]"
"3UOMW19E6EUPPOIILF2IFC1UXFXC5Y","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:30 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:30 PST 2023","","","3VAR3R6G1RPB8FWHZKOEAG1WJMAO8Y","A1MJVTR0PCKBWW","Submitted","Sat Dec 09 14:53:37 PST 2023","Sat Dec 09 14:53:53 PST 2023","Tue Dec 12 14:53:53 PST 2023","","","","16","100% (124/124)","100% (1/1)","100% (1/1)","000326_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":273,""y"":104}]"
"3UOMW19E6EUPPOIILF2IFC1UXFXC5Y","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:30 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:30 PST 2023","","","3NS0A6KXC6W20YG6KRBJIRPYR9QGZ8","A6KOTWP7N7RLU","Submitted","Sat Dec 09 14:53:42 PST 2023","Sat Dec 09 14:54:07 PST 2023","Tue Dec 12 14:54:07 PST 2023","","","","25","100% (90/90)","100% (1/1)","100% (1/1)","000326_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":281,""y"":110}]"
"3UOMW19E6EUPPOIILF2IFC1UXFXC5Y","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:30 PST 2023","3","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:30 PST 2023","","","35K3O9HUAD1YB3TFDKROFWO42OIFE3","A1ET1BCJ2DHKML","Submitted","Sat Dec 09 14:54:17 PST 2023","Sat Dec 09 14:55:04 PST 2023","Tue Dec 12 14:55:04 PST 2023","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","000326_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":952,""y"":228}]"
"3ZXV7Q5FJCCHRLB7RRFR1OS7M9BCFH","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","4","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","3WOKGM4L734TQQRE4GBZH1VE0OZ0OO","A3CE8K43BBXODN","Rejected","Sat Dec 09 14:54:04 PST 2023","Sat Dec 09 14:54:44 PST 2023","Tue Dec 12 14:54:44 PST 2023","","Sat Dec 09 15:02:50 PST 2023","The user annotates nothing","40","17% (3/18)","0% (0/15)","0% (0/15)","000127_rgb.png","376","1241","[]"
"3ZXV7Q5FJCCHRLB7RRFR1OS7M9BCFH","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:53:37 PST 2023","4","BatchId:5166060;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:53:37 PST 2023","","","37C0GNLMHHRX04M4GWD0F8T69DED65","A238NNJ0XUW5LU","Submitted","Sat Dec 09 14:54:24 PST 2023","Sat Dec 09 14:57:16 PST 2023","Tue Dec 12 14:57:16 PST 2023","","","","172","0% (0/0)","0% (0/0)","0% (0/0)","000127_rgb.png","376","1241","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":47,""y"":86}]"
